Trial,Sat_Config,Total_Rods,Nominal,Reached_Steady_State,Lock_Day,W_Mag(deg/s),Wx,Wy,Wz,q0,q1,q2,q3
659,2U,4,No,Yes,5.616236,19.671009,8.095120,4.938153,-17.234625,0.178948,-0.473181,-0.721561,-0.472682
660,2U,4,No,Yes,5.743520,24.330704,-10.116476,-15.586661,15.706560,-0.480458,-0.325692,0.239125,-0.778398
661,2U,4,No,Yes,2.347172,11.279985,10.145676,4.925679,0.202495,-0.229178,-0.137344,0.016253,-0.963509
662,2U,4,Yes,Yes,0.357239,1.237802,-1.150761,0.031842,0.454850,-0.320079,-0.549799,0.236384,-0.734434
663,2U,4,No,Yes,1.872319,17.699413,-17.247761,-0.634443,-3.921918,-0.008908,-0.350588,-0.727358,0.589881
664,2U,4,No,Yes,4.459637,11.150651,-2.953581,-4.829785,9.606589,0.447126,0.745897,-0.484772,-0.093334
665,2U,4,No,Yes,4.783700,19.566454,-6.164770,-6.251013,-17.486183,0.041985,0.815326,0.544029,0.193682
666,2U,4,No,Yes,2.408184,24.515299,14.400646,6.071443,18.888061,-0.835152,0.017567,0.219621,0.503963
667,2U,4,No,Yes,6.449039,17.031366,-15.674144,2.275523,-6.261839,-0.482538,0.456195,-0.094929,0.741641
668,2U,4,No,Yes,6.640579,25.646730,-1.294396,-24.630652,-7.029246,-0.058768,-0.802789,-0.091850,-0.586208
669,2U,4,No,Yes,4.458894,20.768878,10.556211,-8.148223,-15.922285,-0.518273,0.764619,-0.381104,0.038871
670,2U,4,Yes,Yes,1.381633,1.988796,-1.796420,-0.650528,-0.552266,-0.811944,-0.279506,-0.501330,0.106262
671,2U,4,No,Yes,6.704222,25.994234,-22.654180,11.777938,-4.875294,-0.466659,0.427396,-0.649175,0.422058
672,2U,4,No,Yes,3.371025,29.047534,25.063012,14.116273,-4.041719,0.056859,0.974050,-0.110117,-0.189390
673,2U,4,Yes,Yes,0.551838,6.596308,-2.774805,-3.845335,-4.585318,0.180290,-0.020532,-0.459660,0.869360
674,2U,4,No,Yes,5.007772,9.941655,8.031721,-1.102938,-5.754258,-0.667361,-0.192685,-0.576273,0.430594
675,2U,4,No,Yes,2.406718,18.014320,4.040946,11.292534,-13.441173,-0.179498,-0.452129,0.873534,0.017263
676,2U,4,No,Yes,3.917365,34.894288,3.977746,26.339903,-22.538820,-0.201165,-0.915641,-0.114296,0.328743
677,2U,4,No,Yes,5.454012,8.943122,-4.084438,-5.464512,-5.782380,-0.510325,-0.201010,-0.340702,-0.763600
678,2U,4,No,Yes,1.771867,18.266182,5.960936,16.888023,3.593786,0.463994,0.339346,0.756669,-0.311457
679,2U,4,No,Yes,7.444023,34.088432,-25.844105,12.490754,18.387075,-0.257577,0.775668,-0.511371,-0.265504
680,2U,4,No,Yes,5.007298,16.339676,8.286912,-4.457243,-13.358334,0.178168,0.721004,-0.320090,0.588176
681,2U,4,Yes,Yes,4.459368,4.447458,3.433569,2.629332,1.037832,-0.288870,0.163673,0.718586,-0.611064
682,2U,4,No,Yes,3.465683,14.517307,-7.661154,-10.886608,-5.791432,0.772974,0.549564,-0.292323,-0.122628
683,2U,4,Yes,Yes,5.453915,8.315486,-2.075842,-7.120813,3.759283,0.732773,0.073777,0.131162,0.663624
684,2U,4,No,Yes,6.386292,25.852816,-6.271639,-16.716894,18.697062,-0.956585,-0.214189,0.149270,-0.129567
685,2U,4,No,Yes,5.616227,20.344382,15.864666,-12.370051,3.031186,0.040788,-0.219913,0.225563,-0.948207
686,2U,4,No,Yes,0.961375,11.303115,-10.399881,-4.297360,1.065635,0.903926,0.208538,-0.370528,-0.046251
687,2U,4,Yes,Yes,0.415155,3.772770,-2.929900,-1.617712,-1.741404,0.134005,-0.121172,-0.418441,0.890094
688,2U,4,No,Yes,6.386957,23.996689,-9.416260,-9.813912,-19.770237,0.466956,0.515792,-0.686254,-0.212052
689,2U,4,No,Yes,0.906163,9.719360,0.882055,-7.346767,6.301822,0.364882,0.226580,0.141616,0.891890
690,2U,4,No,Yes,6.386391,21.482626,18.570627,10.103582,3.814795,-0.214167,-0.221798,0.873915,0.375779
691,2U,4,Yes,Yes,1.606142,1.604404,0.370532,-0.052242,-1.560157,-0.110526,-0.163638,0.980309,-0.000746
692,2U,4,Yes,Yes,0.162102,1.378203,0.062122,1.108888,0.816059,0.408160,0.279184,0.056216,-0.867353
693,2U,4,No,Yes,6.609681,30.224701,24.053665,14.001979,-11.785513,0.367146,-0.257646,0.793733,0.410864
694,2U,4,No,Yes,6.387175,31.869562,1.519648,16.310336,-27.337384,0.885340,0.341608,-0.244218,0.199586
695,2U,4,No,Yes,3.465130,25.536183,10.927826,13.508835,18.713382,-0.885353,-0.250260,-0.287683,0.266006
696,2U,4,No,Yes,5.971688,27.684269,0.887122,-10.517814,-25.593112,0.723657,-0.186539,-0.422149,-0.513141
697,2U,4,Yes,Yes,2.469174,6.928500,2.478973,1.984887,-6.157843,0.511839,-0.645186,-0.376225,-0.424512
698,2U,4,Yes,Yes,1.381828,2.940406,-0.726158,1.618911,-2.344740,-0.639321,-0.500332,0.189510,-0.552288
699,2U,4,Yes,Yes,3.752491,2.889162,1.266713,2.541721,0.531363,0.940708,0.092830,-0.219732,0.241182
700,2U,4,Yes,Yes,4.458039,5.479123,-0.659905,-3.505369,4.159050,-0.464988,-0.834028,-0.045869,0.293391
701,2U,4,Yes,Yes,4.397089,4.205049,2.255299,-2.891400,2.058123,-0.454161,-0.346007,0.575211,0.585789
702,2U,4,Yes,Yes,0.544459,5.417113,-2.350082,1.472778,4.653295,0.240901,-0.474083,0.756936,0.379815
703,2U,4,No,Yes,7.669406,32.786500,-27.201076,-9.125017,-15.867896,0.657905,0.140604,0.724872,-0.148161
704,2U,4,No,Yes,2.344594,9.734973,6.426442,-7.120903,-1.662315,-0.051678,0.018894,-0.968868,0.241388
705,2U,4,No,Yes,1.830122,21.815216,12.259502,-4.067951,17.580104,0.345056,-0.318080,-0.861971,0.191749
706,2U,4,No,Yes,2.469248,16.430715,-3.230655,15.869885,2.770924,0.117474,0.900358,0.291396,0.301070
707,2U,4,Yes,Yes,3.433573,7.427080,-2.180051,-6.796873,2.052170,0.578916,0.774202,0.182013,-0.179829
708,2U,4,Yes,Yes,0.126051,0.530271,0.277869,0.344046,-0.292589,-0.398687,-0.300509,0.776915,-0.383597
709,2U,4,No,Yes,3.433753,26.211861,6.237369,19.830060,-15.966388,-0.080742,0.400023,-0.912279,0.034779
710,2U,4,No,Yes,3.371974,29.864183,15.441290,13.130868,-21.932083,-0.539107,-0.198116,-0.798980,-0.178172
711,2U,4,No,Yes,5.615917,19.507476,6.721092,-2.708664,-18.111645,0.432508,0.559726,-0.705960,0.035548
712,2U,4,No,Yes,6.673970,23.404408,-12.340816,16.052455,-11.738366,0.059996,-0.621949,0.780670,-0.011583
713,2U,4,No,Yes,7.732286,34.340077,33.383391,4.878061,6.402705,0.074834,0.174972,-0.463822,-0.865248
714,2U,4,No,Yes,6.418522,18.097250,-3.482336,-17.704127,-1.395596,-0.357855,-0.802685,-0.454835,0.144089
715,2U,4,No,Yes,1.763021,13.791666,-3.818547,-2.814608,12.950163,-0.141449,-0.657541,-0.108209,-0.732067
716,2U,4,No,Yes,0.867260,12.089955,-4.450779,6.196464,-9.378774,0.410598,0.661013,-0.600742,0.183249
717,2U,4,No,Yes,2.155653,22.813841,18.072178,-13.862287,1.305649,-0.804260,-0.535911,0.190831,-0.171899
718,2U,4,Yes,Yes,3.530944,4.878817,1.965232,-4.322594,1.120672,-0.872970,-0.075539,0.468605,0.112368
719,2U,4,No,Yes,5.453913,23.988762,-18.162292,-10.571202,11.568990,-0.950113,-0.230992,0.138530,-0.157279
720,2U,4,No,Yes,5.454109,21.272005,5.147153,-11.298660,17.272674,-0.497163,-0.746867,-0.079020,0.434483
721,2U,4,Yes,Yes,3.464076,2.561626,-0.647659,2.428400,0.495317,-0.247299,0.952481,0.091689,-0.152368
722,2U,4,Yes,Yes,1.927145,4.739958,0.092887,3.700170,2.960965,0.476365,0.040725,-0.678042,0.558280
723,2U,4,Yes,Yes,1.827613,7.801284,-0.136624,1.836653,7.580770,0.060609,0.406605,0.244032,-0.878321
724,2U,4,No,Yes,6.449258,31.050519,30.747427,-3.669493,-2.294621,-0.104831,0.881238,-0.460878,0.004592
725,2U,4,No,Yes,6.387041,17.340833,14.674682,8.954502,2.274886,0.432033,-0.032872,-0.825056,-0.362698
726,2U,4,No,Yes,7.444063,27.337833,-20.908204,-16.408137,6.401340,-0.155753,-0.799859,0.303697,0.493695
727,2U,4,Yes,Yes,1.320253,1.289838,-0.907399,-0.446671,0.800496,-0.524998,0.616495,-0.345959,-0.473945
728,2U,4,Yes,Yes,0.128670,0.438109,0.226390,-0.270652,0.259682,0.656490,0.675057,-0.287418,0.175245
729,2U,4,Yes,Yes,0.136015,1.187937,0.853173,0.597908,0.570785,0.412919,-0.050739,-0.325589,-0.849067
730,2U,4,No,Yes,1.320877,10.622475,-4.105854,7.416065,6.401633,-0.096135,0.790827,0.169619,0.580155
731,2U,4,No,Yes,1.441662,14.640469,11.017759,-9.641038,-0.051824,-0.251018,0.077143,-0.843302,0.468914
732,2U,4,No,Yes,4.880097,31.987723,-30.867959,6.444441,-5.371473,0.698112,-0.325992,0.229539,0.594710
733,2U,4,No,Yes,3.917421,28.062567,-22.763877,10.162006,-12.885931,-0.172927,-0.387378,0.795807,-0.432119
734,2U,4,No,Yes,6.738001,27.666992,-25.296622,-10.259112,-4.504881,0.236330,-0.300433,0.337139,0.860363
735,2U,4,No,Yes,4.459065,23.722152,-0.542365,8.802967,22.021674,-0.574429,-0.674068,-0.304863,-0.350317
736,2U,4,No,Yes,5.423880,14.309364,2.888204,-7.740077,-11.683637,0.346954,-0.441657,0.550854,-0.617350
737,2U,4,No,Yes,0.996697,11.907846,-8.112627,8.429075,2.220984,-0.093823,-0.343449,0.864836,-0.353977
738,2U,4,No,Yes,4.459093,12.032187,-4.711409,-10.956933,1.588014,-0.649997,-0.066120,0.732725,0.190382
739,2U,4,No,Yes,5.423933,30.961074,-28.134277,0.362454,12.919721,0.523161,0.704869,0.132091,-0.460450
740,2U,4,No,Yes,2.407103,20.344238,-3.894994,16.394490,-11.399024,0.944367,-0.160027,0.130333,-0.256079
741,2U,4,No,Yes,6.387053,20.697793,15.975588,-1.055111,13.117392,0.259013,-0.579715,-0.758366,0.147391
742,2U,4,Yes,Yes,0.067764,0.044900,-0.016444,-0.007076,-0.041177,-0.620348,-0.496727,0.048878,-0.605014
743,2U,4,No,Yes,4.334965,29.135420,24.296406,2.635000,-15.862348,-0.089250,0.391048,-0.873380,0.276267
744,2U,4,No,Yes,0.594662,9.616153,-3.804137,-2.050127,8.590455,-0.428761,-0.302336,0.660359,0.537292
745,2U,4,No,Yes,7.733730,33.425702,-30.283709,-11.149502,-8.709946,-0.701523,0.044298,-0.323982,0.633198
746,2U,4,No,Yes,7.443981,29.255581,23.150856,2.188975,17.752050,-0.176645,-0.136576,0.049987,-0.973470
747,2U,4,No,Yes,5.008025,14.933530,-8.678628,-11.677606,-3.365303,-0.729098,0.547272,-0.383232,0.148469
748,2U,4,No,Yes,4.396576,32.231313,-4.683489,-6.629707,-31.192458,-0.217680,-0.403556,0.819835,0.342970
749,2U,4,No,Yes,1.733104,26.976194,-8.163831,-9.726637,-23.800408,0.758401,0.316098,-0.568618,0.039787
750,2U,4,No,Yes,5.454064,33.544626,9.632025,-1.104982,-32.113004,0.714466,-0.235977,-0.594113,-0.284399
751,2U,4,No,Yes,3.752607,11.832360,-6.743212,8.184387,-5.248776,0.316835,-0.155799,-0.430547,-0.830645
752,3U,2,Yes,Yes,3.372423,0.670138,0.067690,0.337468,-0.574994,0.225607,-0.952308,-0.180896,-0.097408
753,3U,2,No,Yes,7.290987,10.221478,-1.911744,4.921687,-8.752192,0.431671,0.418866,0.398625,0.692322
754,3U,2,No,Yes,7.891852,23.826908,-0.260177,-14.856173,18.626540,-0.752118,-0.380705,-0.513099,-0.161589
755,3U,2,No,Yes,10.496553,30.833567,1.606519,30.608620,3.352661,0.562379,0.407818,0.718532,-0.033559
756,3U,2,No,Yes,13.391391,34.772290,-22.685422,-16.746648,20.347815,-0.377487,-0.457320,-0.805168,0.008133
757,3U,2,No,Yes,12.296291,33.150995,24.996304,0.980088,21.753452,-0.093912,0.695871,-0.653026,-0.283728
758,3U,2,No,Yes,6.388315,10.762779,2.872013,-4.181863,-9.492154,0.248877,-0.767427,0.348584,0.477081
759,3U,2,No,Yes,7.480856,16.053915,1.407300,15.792707,2.517555,-0.738041,-0.440446,0.493755,-0.132319
760,3U,2,Yes,Yes,5.301161,4.360751,-3.962474,-1.657054,-0.754402,0.370210,-0.544641,0.454267,0.599960
761,3U,2,No,Yes,5.491237,9.227696,-2.264745,8.846987,-1.323675,0.412516,-0.708080,0.510605,0.260263
762,3U,2,No,Yes,9.280366,23.802156,21.241167,2.663944,-10.404751,-0.699297,-0.167684,-0.675390,-0.163446
763,3U,2,Yes,Yes,1.377390,2.020130,-1.440328,-0.747146,-1.203393,0.496826,-0.223913,-0.247337,-0.801156
764,3U,2,No,Yes,7.480592,16.231544,-14.200658,3.461908,-7.058293,0.717326,0.105403,0.562450,-0.397472
765,3U,2,No,Yes,3.432787,16.668030,-0.857108,-2.385869,16.474108,-0.127233,-0.858286,-0.088391,-0.489229
766,3U,2,No,Yes,7.290367,20.617928,-0.464020,1.994523,-20.515983,-0.310006,-0.711780,0.629730,-0.026562
767,3U,2,Yes,Yes,2.481118,0.436716,-0.217265,0.243043,0.290598,-0.329920,-0.697768,-0.416533,-0.480389
768,3U,2,No,Yes,8.439667,21.462475,7.450901,-15.184774,13.211531,0.124481,-0.074934,-0.968423,0.202600
769,3U,2,Yes,Yes,3.463032,6.503125,3.764682,-5.128505,-1.347683,-0.466463,-0.779449,-0.401885,0.115586
770,3U,2,No,Yes,8.092054,22.386027,-17.461889,6.197090,12.562352,-0.825236,0.554988,-0.091060,0.051789
771,3U,2,No,Yes,3.722830,13.315854,-6.393421,4.517720,-10.771553,0.003591,0.126467,0.421221,-0.898090
772,3U,2,No,Yes,7.290270,9.336162,-0.241903,8.003162,4.801541,-0.401880,0.896946,0.132613,0.128039
773,3U,2,No,Yes,15.372139,31.246597,27.253180,10.599699,-11.011831,0.030126,-0.504843,-0.413122,-0.757335
774,3U,2,No,Yes,12.369770,30.678765,21.405356,2.430179,-21.842427,0.559274,-0.652974,0.004046,-0.510707
775,3U,2,No,Yes,6.031528,13.150726,-6.813676,-10.855294,-2.945843,-0.054127,-0.588539,0.786457,-0.179379
776,3U,2,No,Yes,9.090649,26.429905,-19.089926,12.124244,13.679085,-0.513302,-0.095397,0.852531,0.024715
777,3U,2,Yes,Yes,11.393656,5.343231,-1.312376,-5.171362,-0.291199,-0.131677,-0.179718,0.363934,-0.904386
778,3U,2,No,Yes,17.300605,32.103325,18.065317,-24.954434,9.030174,0.171942,0.408231,-0.408832,0.797897
779,3U,2,Yes,Yes,4.397218,5.630184,2.582452,4.716717,-1.668081,0.806144,-0.101985,-0.386261,-0.436501
780,3U,2,No,Yes,13.320282,25.636165,21.777573,-9.266177,9.853338,0.871187,0.175593,0.050157,0.455723
781,3U,2,No,Yes,11.392825,24.483465,22.829284,4.500259,7.616527,0.552935,-0.239205,0.760191,0.243216
782,3U,2,No,Yes,6.673541,33.790222,-7.449155,10.647659,31.191610,0.186610,-0.245878,0.695702,0.648628
783,3U,2,No,Yes,8.377776,14.630562,-13.853274,2.809539,3.774471,-0.044416,0.835453,-0.547679,-0.009619
784,3U,2,No,Yes,8.390487,15.298766,5.674510,-8.547118,11.348963,-0.318358,-0.656786,0.612148,-0.304229
785,3U,2,Yes,Yes,2.359780,2.090391,0.203680,-0.176941,2.072906,-0.457766,0.772256,0.058019,0.436697
786,3U,2,No,Yes,15.370552,26.483857,-11.519685,18.002986,-15.639183,-0.667502,0.163696,0.315197,0.654443
787,3U,2,No,Yes,8.081687,21.195792,3.700761,19.007334,-8.619003,0.859986,0.053050,-0.440891,-0.251444
788,3U,2,Yes,Yes,3.134131,6.136588,3.640969,4.153069,2.674524,0.212625,-0.760164,0.471181,-0.393611
789,3U,2,No,Yes,4.938895,11.316719,-2.539753,9.026629,6.335435,0.985431,-0.156566,0.008750,0.065853
790,3U,2,No,Yes,10.375502,18.892490,15.258993,10.935215,2.123775,0.368516,0.912587,-0.015577,-0.176462
791,3U,2,No,Yes,10.174973,24.794434,-7.483361,23.632581,0.514185,0.099747,0.769471,-0.008514,-0.630787
792,3U,2,No,Yes,14.347151,33.301597,-2.664288,-30.687097,12.657016,-0.277311,-0.373148,-0.347201,0.814439
793,3U,2,No,Yes,11.465888,27.497998,-12.923619,-22.519312,-9.055414,0.752237,-0.657252,0.040706,-0.022388
794,3U,2,No,Yes,13.382428,29.330471,24.062398,3.971701,16.294267,0.361837,-0.459131,-0.006736,0.811312
795,3U,2,No,Yes,9.354921,29.884423,-2.445759,-11.345971,-27.538445,-0.781264,-0.324729,0.272742,-0.458027
796,3U,2,No,Yes,6.800018,11.085131,0.415371,-8.847445,-6.665607,0.845602,0.180223,-0.469037,0.180228
797,3U,2,No,Yes,7.414663,9.272157,-7.122144,-4.960539,3.262056,-0.411322,-0.432874,0.786663,-0.156830
798,3U,2,No,Yes,6.399814,23.180298,-1.878470,-11.001022,20.316867,0.367635,0.554671,0.710229,0.229696
799,3U,2,No,Yes,15.311252,34.881351,-28.175586,-15.328536,-13.706967,0.127302,0.407292,0.041941,0.903409
800,3U,2,Yes,Yes,1.034374,2.848257,-0.940662,-1.238827,-2.386007,-0.534848,-0.823210,0.189450,0.019261
801,3U,2,No,Yes,3.975777,17.790317,-8.470184,2.202409,-15.488730,-0.488897,-0.140039,0.340755,-0.790730
802,3U,4,No,Yes,4.527404,16.488213,1.011855,1.819394,16.356256,-0.003804,0.182025,-0.948005,-0.261033
803,3U,4,Yes,Yes,1.672288,6.463820,5.610670,2.966982,-1.224082,0.175562,0.474297,-0.377601,-0.775653
804,3U,4,Yes,Yes,1.771361,7.651125,-7.479489,1.106538,-1.171546,0.117032,0.746352,0.112307,0.645483
805,3U,4,Yes,Yes,0.194837,0.915100,0.131688,-0.103634,-0.899626,0.349349,0.629556,-0.403491,0.564633
806,3U,4,Yes,Yes,1.679671,5.927685,1.821561,-5.639450,-0.126367,0.840660,0.356452,-0.004096,-0.407696
807,3U,4,No,Yes,7.415617,31.197496,-15.514271,22.486901,15.064212,0.265627,-0.097258,0.859740,0.425242
808,3U,4,No,Yes,9.531788,33.559734,-21.704066,-25.428334,2.930714,-0.817850,-0.044607,-0.544691,-0.180121
809,3U,4,Yes,Yes,2.408064,1.615856,0.737330,0.063996,1.436398,0.588343,0.517073,0.074270,0.617229
810,3U,4,Yes,Yes,0.639814,1.567621,0.646640,1.235309,-0.716452,-0.017503,-0.033340,-0.997116,-0.065891
811,3U,4,No,Yes,5.424916,20.772478,0.342354,19.994267,-5.622092,0.431040,0.403255,0.799334,-0.112493
812,3U,4,No,Yes,5.363619,17.674328,12.800554,-2.773570,-11.867393,0.054604,0.637205,-0.022809,0.768419
813,3U,4,No,Yes,9.342236,34.311934,6.433075,-22.982063,-24.652569,-0.633004,-0.643261,-0.148329,0.404375
814,3U,4,Yes,Yes,3.373532,6.272233,0.557166,5.921949,-1.990222,0.834921,0.528720,0.031366,-0.149596
815,3U,4,No,Yes,7.361748,28.274028,28.105552,-2.188723,2.169814,0.370813,0.482438,-0.629576,-0.483100
816,3U,4,No,Yes,2.891141,9.154787,-2.009670,7.228680,-5.245716,-0.261641,-0.161517,0.090739,0.947219
817,3U,4,No,Yes,4.414226,17.434935,-7.435767,-14.137308,-6.987336,-0.734159,-0.395321,-0.342410,-0.432997
818,3U,4,No,Yes,7.058785,30.212815,12.004972,26.110900,9.322860,0.915716,-0.251610,0.309855,-0.046322
819,3U,4,Yes,Yes,1.384269,7.434603,3.814516,-0.704390,-6.342446,-0.571605,-0.726649,0.320320,-0.206504
820,3U,4,Yes,Yes,1.322184,1.464713,0.811194,0.272855,1.188654,-0.129311,-0.437826,-0.604741,-0.652592
821,3U,4,No,Yes,2.597950,17.926263,-0.347629,8.922984,-15.543823,0.209146,0.410196,0.753699,0.468972
822,3U,4,Yes,Yes,3.532679,7.010485,-4.246594,4.586516,3.174461,0.032533,-0.046222,0.384375,-0.921445
823,3U,4,Yes,Yes,0.370075,1.589975,0.183770,1.021455,1.204524,0.699945,0.673447,0.114553,-0.208382
824,3U,4,No,Yes,3.442178,15.133297,-9.502846,10.747767,-4.816443,0.836472,0.347008,-0.385690,0.176477
825,3U,4,No,Yes,4.337688,25.801381,13.115762,5.358639,21.563234,-0.637650,0.689795,0.197065,-0.280624
826,3U,4,No,Yes,3.594873,34.892630,-2.942835,-6.196729,34.211634,-0.922267,0.200861,0.271245,0.188426
827,3U,4,No,Yes,4.557320,11.101665,-1.915562,3.179142,-10.462822,-0.702399,0.300099,-0.052332,-0.643303
828,3U,4,No,Yes,4.049344,19.354997,-5.339290,-18.219642,3.761988,-0.097306,-0.674605,0.174595,-0.710603
829,3U,4,Yes,Yes,0.369918,1.473344,-0.026329,-1.349955,0.589636,-0.548311,-0.045011,-0.357268,0.754777
830,3U,4,No,Yes,2.564421,16.038110,9.394984,1.565341,12.903680,-0.836765,-0.105449,-0.019922,-0.536943
831,3U,4,No,Yes,3.656896,34.808599,-8.001343,10.352988,-32.255740,-0.630633,0.255438,-0.679313,-0.274932
832,3U,4,No,Yes,6.577928,33.030772,29.859029,12.370148,-6.815402,-0.538805,-0.074715,-0.596657,-0.590006
833,3U,4,No,Yes,4.464654,28.283732,5.267106,18.469223,-20.763306,0.500774,0.845560,-0.132805,0.128905
834,3U,4,No,Yes,3.373839,21.453028,-11.557975,5.819576,-17.110761,-0.736671,-0.619885,0.185539,-0.196553
835,3U,4,Yes,Yes,1.383433,0.940910,-0.644247,-0.248780,0.639035,0.528718,0.261420,-0.570608,-0.571422
836,3U,4,No,Yes,4.938216,30.395904,-17.938435,-14.254002,19.973657,0.966870,0.140533,-0.204656,0.059400
837,3U,4,No,Yes,2.506298,31.209798,-3.303835,3.266602,-30.862040,-0.761612,0.519031,0.254957,0.292491
838,3U,4,No,Yes,6.388473,22.955887,10.657156,16.461162,11.934317,0.068062,0.339449,-0.365995,0.863822
839,3U,4,No,Yes,7.353242,24.203708,16.025788,17.791188,3.530896,0.428397,0.030079,0.881122,0.197979
840,3U,4,No,Yes,4.399457,12.028255,-8.699417,5.493360,-6.230736,-0.636636,-0.136841,0.245234,-0.718213
841,3U,4,No,Yes,6.388381,14.609509,2.572238,13.290932,5.492948,0.962000,-0.059272,0.204375,-0.171094
842,3U,4,No,Yes,5.142188,22.162415,6.810691,20.985811,-2.093525,0.014717,-0.030364,-0.705115,-0.708290
843,3U,4,No,Yes,3.374116,11.844269,-7.173463,7.380912,5.860911,-0.099419,0.338180,-0.929088,0.112010
844,3U,4,No,Yes,5.134759,23.455057,17.607216,-10.196578,11.668568,0.214126,0.201851,0.249096,-0.922690
845,3U,4,No,Yes,3.382570,8.677192,-7.683646,-2.341018,3.282512,0.438029,-0.494064,-0.057442,-0.748821
846,3U,4,Yes,Yes,0.257304,1.683432,-0.354103,0.844565,1.412538,-0.492071,-0.356932,0.014605,0.793884
847,3U,4,No,Yes,5.361744,32.840666,11.206805,-17.847272,-25.187135,-0.093418,-0.290208,-0.463568,-0.831960
848,3U,4,No,Yes,3.433740,15.794734,-3.918075,14.755161,-4.050621,0.554454,0.438311,-0.566903,0.423184
849,3U,4,No,Yes,3.947770,34.168945,16.477754,-1.608025,-29.890044,-0.092005,-0.482141,0.798908,0.347592
850,3U,4,No,Yes,9.401802,34.781119,-30.991435,4.725784,-15.064003,0.446389,0.649490,0.591597,0.170038
851,3U,4,No,Yes,3.259153,11.383774,2.956567,-5.173855,-9.699497,-0.218573,0.390331,-0.698136,0.558994
852,3U,4,Yes,Yes,1.745196,7.907304,4.603362,-5.084763,3.934425,0.771848,-0.064568,0.456875,-0.437431
853,3U,4,No,Yes,2.551804,13.372705,-9.787448,8.722861,-2.635677,-0.669702,0.218607,0.630950,0.324980
854,3U,4,No,Yes,5.195844,18.114055,16.414679,-7.631212,0.664744,0.214309,0.539585,-0.326712,0.745774
855,3U,4,Yes,Yes,1.608274,8.521637,6.205469,1.170108,-5.722002,-0.688894,0.624322,-0.321083,-0.180426
856,3U,4,No,Yes,4.589610,13.051283,3.956583,10.191793,-7.128028,0.830743,0.011158,-0.549625,0.087487
857,3U,4,Yes,Yes,2.116687,6.154537,-5.260150,-0.030949,3.195026,-0.307772,0.761690,-0.231438,0.521097
858,3U,4,No,Yes,3.563091,17.906930,-2.433084,-14.155937,-10.693348,0.350212,-0.819400,0.402148,-0.210266
859,3U,4,Yes,Yes,2.408617,5.495299,-0.520547,5.453465,-0.432508,-0.156065,0.798147,0.153172,0.561376
860,3U,4,No,Yes,2.472987,13.072935,1.532833,11.550519,-5.927695,0.768723,-0.070049,-0.352753,-0.528889
861,3U,4,No,Yes,1.670914,26.057883,4.486098,-0.446381,-25.664936,-0.084379,0.595144,0.709300,0.368207
862,3U,4,No,Yes,6.389243,34.556196,7.415026,19.972878,-27.207209,0.609315,0.310357,-0.728401,-0.042964
863,3U,4,No,Yes,4.398907,27.079877,-6.347573,15.073956,-21.582491,-0.002055,-0.307556,-0.752756,-0.582034
864,3U,4,No,Yes,5.135983,22.429314,20.636907,-8.320847,2.820590,-0.182316,0.439349,0.868165,-0.141500
865,3U,4,Yes,Yes,2.348211,4.636645,2.397454,1.504051,3.672672,-0.280801,-0.211788,-0.509379,0.785385
866,3U,4,No,Yes,2.890197,17.753837,12.612690,-7.031305,-10.328578,-0.679089,0.278369,-0.651414,-0.192376
867,3U,4,Yes,Yes,0.964102,4.562694,-0.566092,0.646054,4.481109,0.268767,0.496758,0.430637,0.703951
868,3U,4,Yes,Yes,1.988859,6.012257,-2.951569,-5.034020,1.447103,-0.733801,0.505665,0.002530,0.453688
869,3U,4,Yes,Yes,0.418241,4.718716,-0.859105,-0.961786,4.539074,-0.109360,0.402851,-0.823879,0.383373
870,3U,4,No,Yes,2.578083,16.626221,4.205685,-11.835137,10.893712,0.182401,0.973018,-0.137974,0.030485
871,3U,4,No,Yes,6.385959,22.446067,-11.388638,14.604684,-12.681800,0.321670,-0.339352,0.598606,0.650415
872,3U,4,No,Yes,2.182701,9.460830,-7.222859,0.748809,6.064396,0.429934,-0.612799,-0.088995,-0.657050
873,3U,4,No,Yes,3.372159,10.283989,6.703265,-4.709701,-6.216541,0.080196,0.204047,-0.929759,0.295771
874,3U,4,No,Yes,8.378234,32.576524,-17.861331,26.600775,-5.882308,-0.938775,-0.069523,-0.038704,-0.335216
875,3U,4,No,Yes,4.464909,18.726916,-16.304970,5.531589,-7.365245,0.264998,-0.585594,0.435343,-0.630344
876,3U,4,No,Yes,7.352592,25.140181,-19.032102,-15.160583,-6.321749,-0.096835,-0.660064,-0.607013,-0.431826
877,3U,4,Yes,Yes,2.347954,3.136709,2.854368,-1.258533,0.328062,-0.042955,-0.552840,0.831551,-0.032339
878,3U,4,Yes,Yes,1.988027,4.610616,3.783833,-2.539315,0.701618,0.138062,0.365696,-0.514752,0.763044
879,3U,4,No,Yes,2.665631,14.882343,5.888061,-8.114783,-10.998416,-0.172727,0.496202,-0.018139,-0.850658
880,3U,4,Yes,Yes,2.408952,2.943524,1.344324,-2.223017,-1.383953,0.174777,0.166780,-0.903366,0.354355
881,3U,4,No,Yes,5.363566,14.850115,12.458896,-7.441056,-3.151591,-0.586223,0.808456,0.047963,-0.021000
882,3U,4,No,Yes,1.988531,22.341757,-2.211390,0.398217,-22.228479,-0.014421,-0.978761,0.203887,0.015770
